index,account_length,total_day_charge,total_eve_minutes,total_night_charge,total_intl_charge,customer_service_calls,churn
1168,143,26.44,213.4,10.71,2.05,1,0
1169,89,21.35,213,8.18,1.46,1,0
1170,108,33.88,224.2,6.3,4.1,0,0
1171,32,26.84,180.8,5.96,3.46,1,0
1172,166,34.58,167.7,5.94,2.48,2,0
1173,109,37.77,218.5,11.97,2.94,1,0
1174,72,15.78,271.2,7.52,1.57,1,0
1175,134,36.86,102.2,7.83,2.32,0,0
1176,13,32.84,194.4,8.39,2.62,4,0
1177,90,19.24,189.3,12.23,3.81,3,0
1178,111,28.25,238.8,4.9,3.02,3,0
1179,101,44.57,157,5.81,1.97,1,0
1180,72,35.33,195.7,8.32,3.54,0,0
1181,67,41.72,148.2,12.33,2.03,1,0
1182,172,48.81,178.4,6.89,3.89,3,1
1183,154,32.69,165.3,9.23,2.43,2,0
1184,69,33.01,242.1,9.71,2.62,2,0
1185,123,35.87,217,9.67,2.65,3,0
1186,130,24.12,228.9,8.78,2.35,0,0
1187,142,37.49,239.5,11.44,1.59,2,0
1188,29,26.76,145,12.68,2.51,1,0
1189,87,24.4,223.5,7.89,3.02,0,0
1190,149,26.52,56,7.35,2.4,0,0
1191,146,27.22,208.4,7.99,2.48,2,0
1192,88,39.97,251.8,12.87,1.94,4,1
1193,119,27.2,209.5,3.7,2.35,5,1
1194,48,32.03,165.9,9.26,3.56,1,0
1195,135,33.12,235.3,7.85,2.97,1,0
1196,100,42.13,130,6.04,1.86,1,0
1197,98,37.6,213.6,13.13,3.21,4,0
1198,75,20.15,213.9,5.97,3.62,2,0
1199,180,39.41,232.9,9.31,2.05,1,0
1200,100,36.7,257.9,8.11,3.13,1,0
1201,119,36.91,220.8,11.23,2.16,2,0
1202,86,14.2,221.1,15.74,3.4,0,0
1203,155,31.16,205.1,11.87,1.38,1,0
1204,78,40.26,265.3,6.86,2.57,1,1
1205,153,32.95,195.3,8.22,2.3,1,0
1206,92,22.78,206,8.13,2.62,0,0
1207,13,30.02,172.7,4.7,3.05,2,0
1208,154,32.54,205.4,9.26,2.75,3,0
1209,144,29.72,219.6,11.51,3.46,0,0
1210,48,46.78,180.2,7.15,2.13,1,0
1211,94,29.58,241.1,9.35,2.13,1,0
1212,139,28.05,249.7,7.66,3.4,1,0
1213,126,38.88,168.7,10.06,3.19,1,0
1214,122,18.34,235.8,10.29,2.57,2,0
1215,139,37.62,157.8,8.66,3.05,1,0
1216,95,23.99,211.4,4.67,1.59,3,0
1217,80,28.29,238.3,6.78,2.89,4,0
1218,131,42.43,227.2,10.8,2.05,3,0
1219,36,30.36,213.1,8.91,2.94,1,0
1220,180,23.63,224.9,7.69,4.24,2,0
1221,25,22.83,202.3,8.82,3.4,2,0
1222,113,36.7,240.1,7.05,1.32,3,0
1223,88,30.87,213.2,9.35,3.08,1,0
1224,120,30.33,168.3,5.42,2.51,1,0
1225,74,18.09,140.2,4.09,3.08,1,0
1226,109,29.02,240.2,5.36,3.08,2,0
1227,162,31.37,183.2,5.73,3.32,0,0
1228,124,27.4,204.2,10.42,2.4,1,0
1229,177,14.43,257.5,9.47,2.03,2,0
1230,91,37.04,230.1,10.44,2.86,1,0
1231,105,46.05,226.2,8.05,2.38,0,1
1232,24,41.31,183.9,8.29,4.13,0,1
1233,48,21.79,48.1,5.23,2.4,0,0
1234,86,21.47,168.8,6.96,2.65,2,0
1235,163,30.38,215.7,6.87,2.86,4,0
1236,91,27.03,255.1,3.71,2.73,0,0
1237,56,25.65,161.8,7.55,3.16,3,0
1238,147,37.38,208.5,15.86,2.19,3,0
1239,64,28.56,192.4,7.49,2.73,2,0
1240,108,27.56,171.8,11.69,2.59,4,1
1241,159,33.8,195.5,9.6,4.46,5,0
1242,136,43.66,230.1,6.46,2.46,3,0
1243,116,31.08,212.7,8.72,2.97,1,0
1244,45,33.46,254.2,11.78,2.08,1,0
1245,122,23.82,231.4,8.46,3.02,2,0
1246,138,33.03,189.9,10.45,2.43,5,0
1247,132,19.99,214,10.78,2.38,1,0
1248,101,32.93,186.6,10.04,3.13,0,0
1249,58,41.33,231.4,8.14,2.11,2,0
1250,81,24.72,129.3,8.39,1.4,1,0
1251,87,28.75,169.9,11.02,2.67,3,0
1252,116,38.98,184.5,7.57,2.38,2,0
1253,85,33.52,211.7,9.45,2.24,4,0
1254,62,31.69,201,12.9,3,2,1
1255,90,12.94,290.3,10.66,2.92,0,0
1256,98,27.68,185,9.88,1.62,2,0
1257,73,30.99,199.2,5.41,4.86,1,0
1258,107,33.05,247.8,11.04,3.02,2,0
1259,55,32.18,118.6,11.26,3.38,2,0
1260,76,27.22,168.7,1.04,2.57,3,0
1261,30,24.65,240.7,8.87,1.92,3,0
1262,157,37.52,119.3,7.43,3.11,4,0
1263,40,38.2,134.5,5.41,2.03,1,1
1264,72,24.99,162.3,7.33,2.84,1,0
1265,95,44.34,213.4,8.8,2.73,1,0
1266,42,26.42,164.1,7.1,2.43,0,0
1267,86,28.25,255.3,10.26,1.46,1,0
1268,131,36.01,260.5,6.49,2.92,0,0
1269,55,22.19,208.4,6.37,2.97,4,1
1270,74,27.66,292,8.25,2.35,0,0
1271,81,40.31,264.2,12.21,2.13,1,0
1272,81,28.25,217.6,9.91,3.56,4,0
1273,28,20.69,125.8,11.77,2.24,6,1
1274,111,29.99,201,6.77,3.02,0,0
1275,3,11.46,244,12.65,3.08,2,0
1276,51,39.05,336,8.68,2.59,1,1
1277,68,29.92,277.9,7.86,3.97,1,0
1278,163,42.11,269.5,7.53,2.59,0,1
1279,87,19.62,262.6,11.06,3.54,2,0
1280,58,19.07,209.6,11.74,3.75,0,1
1281,109,27.64,154,9.44,3.11,0,0
1282,111,39,214.1,13.03,2.81,4,0
1283,144,23.73,124.2,4.3,4.05,2,0
1284,135,44.85,251.3,9,2.27,5,1
1285,109,36.98,233.7,7.38,2.43,4,0
1286,107,19.43,199.8,8.76,2.03,1,0
1287,149,33.37,136.8,6.96,2.08,2,0
1288,56,43.04,188,6.39,1.19,1,0
1289,129,16.66,240.7,11.47,2.84,0,0
1290,92,42.4,211.5,7.61,2.46,0,0
1291,67,22.03,233,13.37,3.92,1,0
1292,120,37.62,267.6,5.02,2.51,0,0
1293,166,37.52,177.8,9.27,3.35,1,0
1294,66,14.89,262,8.31,2.48,1,0
1295,76,34.61,161.7,7.92,2.27,0,0
1296,79,36.31,234.9,10.33,2.38,2,0
1297,98,30.87,220.7,10.63,3.48,2,0
1298,141,36.62,328.7,7.22,2.11,1,0
1299,49,45.27,207.8,9.23,3.78,2,1
1300,46,33.86,175.1,9.48,2.75,3,0
1301,137,19.55,137.8,10.08,1.97,3,0
1302,171,45.99,230,6.12,2.59,1,1
1303,10,37.77,153.1,10.23,3.48,1,0
1304,88,10.52,262.6,9.56,2.38,3,0
1305,89,23.99,249.1,6.12,2.92,2,0
1306,82,32.16,184.4,11.51,2.86,3,1
1307,139,33.32,186,6.89,2.65,3,0
1308,87,29.17,205,7.68,3.73,0,0
1309,137,29.58,161.3,11.73,3.08,2,0
1310,45,13.36,187.3,8.29,2,1,1
1311,90,34.15,164.3,11.21,2.4,1,0
1312,103,24.02,253.6,9.71,1.73,1,0
1313,100,40.09,176,2.86,1.97,2,0
1314,110,31.47,165.1,5.02,1.7,3,0
1315,124,43.23,78.9,6.89,3.19,2,0
1316,10,31.11,214.8,9.29,2.35,2,0
1317,89,27.8,274.8,17.19,2.03,2,0
1318,121,35.34,210.5,4.93,2.08,2,0
1319,101,42.26,174.9,9.32,1.65,3,0
1320,103,31.52,197.6,6.62,3.92,2,0
1321,51,33.63,221,7.59,2.4,1,0
1322,2,22.46,138.9,8.67,2.46,2,1
1323,111,33.51,227.8,9.63,2.51,0,0
1324,118,26.28,184.2,9.78,3.4,2,0
1325,17,26.03,185.9,10.09,2.7,6,1
1326,130,35.9,231.1,9.94,1.7,2,0
1327,193,16.46,142.6,9.45,2.94,2,1
1328,114,29.24,276.4,8.72,2.73,1,0
1329,137,23.99,147.2,11.46,2.16,2,0
1330,185,25.69,244.7,6.95,3.73,2,0
1331,101,35.63,228.8,7.76,2.05,3,0
1332,95,41.99,125.6,10.19,2.84,3,0
1333,7,37.64,165.8,11.12,2.92,1,0
1334,126,54.62,167.9,8.71,2.16,1,1
1335,71,41.43,60,8.5,3.05,0,0
1336,124,42.76,214.2,8.37,3,3,0
1337,97,40.27,157.6,10.85,1.97,0,1
1338,28,27.15,216.7,9.3,2.51,2,0
1339,90,25.19,220.4,6.04,2.48,4,1
1340,190,25.65,268.6,8.1,3.97,1,0
1341,31,35.79,250.5,10.87,3.11,1,0
1342,52,29.05,201.4,7.15,1.11,2,0
1343,73,43.3,90.2,6.9,2.86,0,0
1344,111,48.35,157,10.93,2.27,0,1
1345,98,0,159.6,7.52,1.84,4,1
1346,106,22.73,187.8,8.19,2.89,1,1
1347,111,38.23,191.9,10.35,2.78,0,0
1348,59,25.81,209.9,12.01,3.21,1,0
1349,71,24.04,163,9.9,1.51,2,0
1350,55,48.57,230.9,10.38,4,0,1
1351,13,9.93,262.2,7.15,3.21,1,0
1352,136,15.37,201.3,10.22,3.54,0,0
1353,123,19.45,216.6,11.28,2.97,0,0
1354,105,25.11,222.7,7.36,3.46,2,0
1355,50,51.46,240.5,8.73,3.67,3,0
1356,118,23.14,204.2,10.27,3.05,1,0
1357,97,28.85,165.9,8.64,3.46,3,0
1358,51,38.62,194.4,10.95,4.02,0,0
1359,73,37.03,220.6,12.48,2.78,1,1
1360,35,21.11,123.9,6.11,3.54,2,0
1361,64,35.05,232.4,11.32,3.67,1,0
1362,63,22.59,67,7.22,2.67,3,0
1363,117,17.83,237.6,11.85,2.08,3,0
1364,115,41.65,250.7,12.16,3.7,1,1
1365,162,31.37,224,8.12,3.13,1,0
1366,89,15.22,179.3,10.13,3.32,3,0
1367,94,40.05,194.8,7.68,2.32,1,0
1368,129,31.62,262.3,4.45,3.11,4,0
1369,86,38.06,155.7,6.76,1.97,1,0
1370,96,30.52,162.3,11.9,1.78,1,0
1371,190,28.8,253.5,8.87,2.4,1,0
1372,80,20.08,144.3,10.13,2.21,1,0
1373,108,19.04,193.7,9.4,1.11,4,1
1374,97,28.63,225.9,8.63,2.3,0,0
1375,84,36.43,188.2,15.01,3.05,0,0
1376,65,41.77,241.9,12.84,1.13,4,1
1377,131,26.62,71,11.78,3.62,1,0
1378,58,24.28,272.3,8.7,2.4,1,0
1379,36,34.41,230.7,9.09,2.75,3,0
1380,54,19.86,123.1,9.79,3.24,1,0
1381,45,26.47,260.3,8.65,2.97,1,0
1382,125,40.14,289.2,7.89,2.46,2,0
1383,72,23.48,260.1,6.09,2.21,2,0
1384,141,8.82,162,10.06,2.73,3,0
1385,113,13.82,220.6,10.61,2.4,0,0
1386,20,29.16,153.1,7.45,1.92,0,0
1387,212,21.42,144.3,13.63,2.05,1,0
1388,99,33.52,156,9.18,2.67,4,0
1389,94,33,227.2,8.57,4.13,1,0
1390,40,19.67,127.8,4.84,2.51,1,0
1391,86,26.72,196.3,10.2,2.27,3,0
1392,101,45.85,207.6,9.64,1.22,3,1
1393,170,41.89,228.1,7.49,2.46,0,0
1394,105,38.66,268.5,6.45,3.51,1,0
1395,103,32.27,115.5,8.61,3.29,0,0
1396,140,32.11,160.9,8.9,3.11,4,0
1397,101,0,192.1,7.6,1.94,1,0
1398,98,18.79,227.8,10.96,2.97,1,0
1399,104,28.49,219.2,9.72,3.16,4,0
1400,115,22.44,197.5,7.91,0,3,0
1401,112,28.53,247.9,6.98,3.21,0,0
1402,70,36.28,204.7,11.55,1.54,1,0
1403,126,29.82,98.3,9.09,2.86,0,0
1404,87,14.04,224.4,7.36,2.57,3,0
1405,125,24.34,88.1,10.49,2.38,4,1
1406,86,21.34,269.8,10.61,2.4,1,0
1407,73,13.99,256.1,10.33,3.19,6,1
1408,232,28.15,195.9,5.32,3.19,1,0
1409,1,31.13,232.6,11.17,2.27,0,0
1410,133,27.56,212.1,11.72,3.29,1,0
1411,103,28.32,192.4,7.56,2.08,1,0
1412,131,23.1,233.2,9.48,2.54,1,0
1413,95,28.17,215.6,10.95,2.65,0,0
1414,182,29.94,174.9,10.56,2.62,1,0
1415,99,24.19,204.5,9.14,2.46,0,0
1416,27,30.19,296.8,8.68,2.05,3,0
1417,141,14.14,190.6,6.77,2.89,1,0
1418,29,39.95,183.3,6.29,1.54,2,0
1419,65,17.97,141.8,8.12,1.78,2,0
1420,81,25.4,171.9,9.65,4.83,3,1
1421,37,45,216.5,9.48,2.81,0,0
1422,107,27.25,221.5,11.77,1.51,1,0
1423,127,16.3,159.5,6.88,2.81,1,0
1424,78,23.92,195.2,11.38,3.16,0,0
1425,55,20.35,231.8,10,1.24,2,0
1426,86,16.98,263.5,11.46,2.65,2,0
1427,176,42.65,171.4,6.69,2.59,2,0
1428,96,34.1,289.5,4.42,3.02,2,0
1429,11,35.67,196.6,10.49,1.89,1,0
1430,48,33.66,273.7,9.81,2.05,1,0
1431,127,40.77,128.9,11.25,3.05,1,0
1432,63,27.97,147.9,11.37,3.02,0,0
1433,79,37.55,192.2,7.25,3.29,1,0
1434,47,19.18,243.9,8.04,3.56,2,0
1435,89,19.14,261.7,5.56,3,0,1
1436,83,38.49,234.7,6.01,2.92,1,0
1437,126,41.63,219.6,9.49,2.62,4,0
1438,60,34.54,235.8,10.12,4.08,2,0
1439,122,23.24,243.1,8.5,2.32,0,0
1440,136,25.94,208.9,5.36,1.35,1,0
1441,172,46.73,186.6,11.03,2.38,1,0
1442,102,33.27,209.1,9.05,2.24,1,1
1443,113,34.73,188.8,6.27,2.48,1,0
1444,79,37.79,146.2,12.4,2.4,3,0
1445,55,37.83,171.5,16.99,2.62,1,0
1446,111,21.9,157.3,6.63,2.78,2,0
1447,160,29.63,171.3,9.94,2.24,0,0
1448,110,41.23,162.3,8.28,2.11,4,0
1449,192,37.67,285.2,7.53,3.43,4,0
1450,93,19.43,221.1,5.68,2.94,0,0
1451,101,37.35,186.8,8.3,2.57,2,0
1452,77,24.63,151.3,11.36,3.32,2,0
1453,105,40.21,117,9.95,2.19,2,0
1454,133,29.58,209.4,10.08,3.81,2,1
1455,131,18.62,332.1,11.64,1.78,1,0
1456,106,13.87,235.6,6.79,2.67,1,0
1457,118,22.68,121,11.46,1.59,1,0
1458,125,23.31,209.8,10.73,2.32,1,0
1459,95,33.49,190.4,9.54,4.35,0,0
1460,80,33.68,156.7,8.19,2.51,3,0
1461,145,6.72,264.3,8.36,2.7,0,0
1462,37,33.92,207.5,3.78,2.19,2,0
1463,87,26.66,215.8,10.05,2.05,1,0
1464,69,31.18,237.6,10.26,2.43,3,0
1465,83,22.51,121.6,8.9,2.32,1,0
1466,195,10.74,220.2,8.28,1.38,0,0
1467,67,30.79,215.9,9.73,4.56,0,1
1468,75,19.98,206.8,8.75,1.13,3,0
1469,123,37.18,163.4,7.82,4.05,0,0
1470,41,35.24,137.3,5.21,1.59,1,0
1471,75,25.6,301.5,7.14,2.19,0,0
1472,76,46.46,263.6,7.43,3.24,1,1
1473,86,45.24,182,9.29,2.78,1,0
1474,140,19.18,156.7,11.23,4.4,0,0
1475,70,17.8,82.2,7.62,4.27,3,0
1476,121,32.95,197.6,9.85,1.59,0,0
1477,112,28.66,298,8.76,2.65,1,0
1478,118,43.04,201,8.79,2.62,2,0
1479,66,29.7,232.1,13.74,2.4,1,0
1480,78,14.79,193.6,9.26,2.97,0,0
1481,129,34.77,132.8,8.55,4,2,0
1482,6,38.51,152.1,7.4,2.54,3,0
1483,107,39.8,163.1,12.71,2.7,1,0
1484,107,22.66,182.9,10.85,3.48,3,1
1485,138,22.76,166.4,8.71,4.16,1,0
1486,103,27.23,138.9,14.06,2.62,0,0
1487,116,39.2,224.1,10.98,3,0,0
1488,189,38.66,176,9.27,1.7,2,0
1489,161,12.38,267.1,10.01,3.19,2,0
1490,1,33.34,296.5,9.52,1.89,1,0
1491,89,33.51,165.9,10.23,3.46,1,0
1492,64,37.33,303.3,6.95,2.62,1,0
1493,126,26.08,151.4,6.92,3.46,4,1
1494,129,36.72,186.9,9.48,1.32,2,0
1495,128,37.89,262,8.61,2.92,0,0
1496,81,19.7,236.6,11.48,3.16,3,0
1497,114,32.27,147.7,7.77,2.86,1,0
1498,50,26.3,298,9.46,3,0,0
1499,86,23.19,202.5,10.38,3.11,3,0
1500,96,28.99,277.5,7.31,3.29,1,0
1501,72,46.31,107.9,8.35,3.43,0,0
1502,64,35.7,232.7,7.6,1.59,8,0
1503,57,40.21,163.1,10.65,3.29,2,0
1504,65,26.16,220.1,12.62,2.3,2,0
1505,163,37.91,227,8.47,2.38,1,0
1506,136,42.91,167.9,11.17,2.89,2,0
1507,116,33.64,168.1,10.79,3.24,1,0
1508,93,25.91,274.6,11.35,1.78,3,0
1509,142,40.36,175.9,9.46,2.48,3,0
1510,92,45.15,180.7,9.5,2.32,1,0
1511,70,33.54,305.8,7.69,1.81,1,0
1512,22,33.85,221.8,2.96,1.13,1,0
1513,37,39.73,207.9,9.57,3.24,2,0
1514,51,31.13,160.1,14.03,1.89,1,0
1515,174,23.7,143.4,10.13,2.7,2,0
1516,68,36.36,260.5,10.52,2.27,1,1
1517,130,35.21,200.1,8.74,3.35,1,0
1518,104,23.75,202.6,9.16,3.05,2,0
1519,134,30.12,228.7,8.74,2.4,2,0
1520,108,28.87,173.7,9.66,2.57,2,0
1521,103,29.5,244.3,9.97,2.62,3,0
1522,62,27.18,172.2,11.84,1.51,1,0
1523,162,19.57,196.8,9.56,3.08,2,0
1524,93,23.26,179.5,3.2,3.38,2,0
1525,42,15.67,211.2,5.81,3.54,1,0
1526,155,41.46,133,9.62,3.62,2,0
1527,36,19.91,235.4,9.96,2.43,0,0
1528,143,37.96,167.1,9.14,1.22,0,1
1529,197,26.32,171.5,10.23,2.86,3,0
1530,81,44.44,215.7,12.23,2.16,1,1
1531,138,7.91,186,7.54,2.59,4,1
1532,103,25.48,170.9,7.72,3.11,0,1
1533,127,41.17,226.1,11.34,3.75,2,1
1534,136,44.1,172.7,13.22,2.89,1,1
1535,99,37.81,185.8,10.7,3.24,2,0
1536,95,11.8,190.8,9.9,2.4,0,0
1537,118,26.61,209.2,7.14,3,4,1
1538,113,10.4,92.3,8.88,3.7,5,1
1539,128,41.68,101.5,6.85,2.89,0,0
1540,117,17.39,135.2,8.99,4.24,3,0
1541,48,39.25,167.6,12.15,2.05,3,0
1542,81,38.66,211.5,11.62,3.21,0,0
1543,57,32.78,158,10.6,3.43,1,0
1544,140,27.64,206.2,6.37,2.21,1,0
1545,107,37.3,180.5,4.68,2.97,2,0
1546,56,23.32,165.9,8.2,3.86,1,0
1547,159,14.91,278.2,7.68,2.84,1,0
1548,102,46.09,172,7.61,2.78,1,0
1549,107,17.58,189.3,10.22,3.89,1,0
1550,106,8.87,220.1,5.05,3.08,2,0
1551,225,28.12,273.7,9.45,2.35,0,1
1552,75,25.08,191.7,6.08,4.43,2,0
1553,86,37.03,214.7,10.29,3.05,0,0
1554,169,40.07,136.9,9.94,3.59,1,0
1555,122,34.77,139.6,9.23,2.32,2,0
1556,106,30.33,247,11.7,2.59,0,0
1557,52,22.12,247.2,13.02,3.65,2,0
1558,79,17.63,236.3,11.55,4,2,0
1559,135,40.78,177.1,9.77,1.59,2,0
1560,70,25.23,267.1,6.82,2.4,0,0
1561,80,25.26,210.8,9.17,2.7,2,0
1562,37,32.49,129.2,9.34,3.48,0,0
1563,161,37.15,112.7,9.23,1.97,1,0
1564,137,16.58,195.8,13,0,1,0
1565,123,21.88,117.6,8.93,2.92,0,0
1566,80,40.22,197.5,9.43,2.57,2,0
1567,94,14.6,226.7,12.58,4.21,0,0
1568,105,24,167.7,12.35,3.08,1,0
1569,73,33.05,176,10.35,3.11,0,0
1570,112,28.49,154.5,12.66,4.67,2,0
1571,179,39.87,164.2,8.61,1.65,1,0
1572,57,26.21,196.7,11.41,2.73,1,0
1573,127,24.34,169.9,9.97,3.13,1,0
1574,122,36.79,249.7,8.37,3.43,1,0
1575,33,27.52,151.2,8.59,2.3,1,0
1576,94,20.18,205.1,7.75,2.81,3,0
1577,100,30.45,196.6,8.4,2.75,1,0
1578,106,25.14,209.3,7.29,2.38,2,0
1579,148,35.56,116.6,4.93,4.46,2,0
1580,120,41.53,322.3,7.51,2.86,0,0
1581,91,29.8,262.3,6.48,1.51,1,0
1582,86,25.59,120.3,12.2,2.43,1,0
1583,78,33.56,295.7,9.53,3.56,0,0
1584,94,27.8,143.7,11.4,3.4,1,0
1585,85,40.27,197.7,13.91,3.08,2,1
1586,89,13.99,167.2,8.76,1.94,1,0
1587,128,36.72,153.7,10.22,3.43,1,0
1588,115,30.6,198.8,9.77,3.35,1,0
1589,76,24.43,173.1,10.76,1.57,1,0
1590,75,33.69,280.4,5.83,3.05,1,0
1591,90,31.55,219.7,6.84,3,2,0
1592,30,23.39,162,8.45,1.57,3,0
1593,105,46.56,278.6,11.49,2.94,1,1
1594,102,21.3,141.2,7.57,1.7,3,0
1595,83,30.4,167.9,8.05,2.32,3,0
1596,63,36.53,198.2,7.69,2.21,0,0
1597,155,27.71,203.9,7.15,4.08,2,0
1598,82,27.85,134.9,3.57,2.38,2,0
1599,87,32.22,204.9,9.98,3.62,1,0
1600,115,26.38,230.9,11.77,1.22,0,0
1601,99,41.19,350.9,7.34,3.05,0,1
1602,121,43.2,180.2,8.83,2.35,3,0
1603,54,19.04,208,6.76,3.05,2,0
1604,105,19.64,267.3,5.14,3.59,3,0
1605,73,23.31,210.8,8.61,3,1,0
1606,95,33.73,235.9,14.65,2.73,0,0
1607,21,22.56,204.6,6.96,3.48,3,0
1608,163,37.33,210.4,10.92,3.73,2,0
1609,57,28.83,234.7,12.84,3.02,0,0
1610,104,27.27,293.9,13.8,3.4,4,0
1611,83,16.15,167.9,9.03,3.02,0,0
1612,141,27.22,256.7,12.15,1.89,2,0
1613,95,33.08,232.8,7.8,1.03,3,0
1614,184,40.19,287.3,8.64,3.73,1,1
1615,74,26.71,213.1,12.62,2.05,2,0
1616,67,30.57,173.2,12.28,2.94,0,0
1617,104,25.19,161.8,11.67,2.97,0,0
1618,71,31.14,209.4,7.76,3.21,1,0
1619,149,20.26,168.3,9.21,3.29,4,1
1620,154,38.08,192,7.34,2.59,0,0
1621,138,3.32,140.9,8.09,2.13,0,0
1622,117,31.42,248.6,5.99,2.59,1,0
1623,130,29.97,201,7.29,3.05,1,0
1624,73,41.09,168.5,7.64,3,2,0
1625,100,38.2,294,13.05,2.65,0,0
1626,149,35.24,198.4,5.13,2.32,1,0
1627,29,33.46,168,5.97,3.43,2,0
1628,131,18.85,115.6,8.57,4.27,1,0
1629,153,20.83,273.3,8.9,2.16,2,0
1630,84,38.57,201.6,5.86,3.56,2,0
1631,133,31.79,141.4,10.72,2.7,2,0
1632,112,28.99,193.2,8.46,3.02,0,0
1633,87,34.82,161,12.86,2.57,0,0
1634,72,28.2,235.9,9.45,3.24,2,0
1635,66,26.18,198.9,6.84,2.57,4,1
1636,65,26.88,322.2,9.45,2.4,1,0
1637,74,38.28,215.1,10.88,2.46,2,0
1638,116,27.1,179.5,7.55,2.62,6,1
1639,68,29.36,139.1,7.84,3.16,2,0
1640,68,37.88,175.8,9.09,2.97,3,0
1641,54,36.4,240.5,8.5,2.73,1,0
1642,99,9.32,173,8.78,2.03,1,0
1643,107,22.78,174.5,14,1.97,3,0
1644,124,31.42,175.1,7.12,2.84,1,0
1645,95,48.13,286.2,11.78,3.05,3,0
1646,173,49.61,214.3,6.8,2.67,0,1
1647,110,37.86,105.8,9.67,3.65,1,0
1648,102,29.67,236.8,12.17,2.3,0,0
1649,130,11.63,193.3,7.72,2.81,0,0
1650,91,46.41,215.5,4.71,2.59,1,0
1651,64,38.3,108.2,6.28,4.67,1,1
1652,176,48.14,162.6,8,1.94,1,0
1653,93,22.34,219.7,7.01,3,1,1
1654,84,15.25,138.6,7.46,2.89,1,0
1655,138,21.61,247.7,9.35,1.35,3,0
1656,101,18,231.7,12.66,2.89,1,0
1657,136,24.19,158,7.99,1.62,2,0
1658,111,32.52,138.5,11.07,1.73,2,0
1659,132,34.32,156.3,5.91,3.7,0,0
1660,128,42.04,182.7,6.44,3.97,3,0
1661,92,41.17,159.7,9.45,2.4,1,0
1662,197,21.64,222.3,7.83,3.7,5,1
1663,191,27.54,241.2,9.47,2.94,1,0
1664,99,30.45,238.3,7.46,2.86,2,0
1665,106,33.56,123.4,5.2,3.32,3,0
1666,88,25.19,308.7,10.59,1.73,2,0
1667,78,32.83,172.1,5.83,2.75,0,0
1668,98,29.19,174.8,8.53,2.11,1,0
1669,17,33.75,270.6,9.45,2.19,1,0
1670,56,20.69,184,12,3.43,1,0
1671,84,22.13,278,13.74,3.78,2,0
1672,95,34.58,168.6,7.79,3.7,2,0
1673,16,29.7,280.8,7.73,2.84,5,0
1674,76,40.97,231.8,9.91,2.67,1,1
1675,93,24.09,221,10.22,2.75,0,0
1676,83,22.92,167.2,7.27,2.08,2,0
1677,123,27.73,249.4,7.57,2.43,1,0
1678,64,24.74,228.4,12.3,2.4,1,0
1679,82,56.07,208.3,12.02,2.86,0,1
1680,107,33.07,186.3,8.02,3.43,2,0
1681,110,22.42,272.7,8.68,1.92,1,0
1682,96,25.5,159.4,10.26,2.3,1,0
1683,47,33.42,241.4,10.17,3.48,2,0
1684,115,16.95,145.1,6.72,3.81,2,0
1685,69,24.41,141.8,8.73,2.92,3,0
1686,163,39.42,211.8,12.08,3.32,2,0
1687,90,6.43,155.3,7.88,3.83,3,0
1688,98,12.38,186.4,7.89,2.84,3,0
1689,90,16.12,219.1,8.88,3.08,1,0
1690,174,37.71,210.6,9.98,3.35,1,0
1691,95,45.73,233.7,8.07,1.97,2,1
1692,79,45.61,185.5,11.91,1.7,1,1
1693,123,33.78,249,7.79,3.38,1,0
1694,99,19.64,218.1,11.47,3.11,7,1
1695,114,34.36,195.7,13.13,3.59,2,0
1696,141,36.65,200.6,6.92,3.35,1,0
1697,132,28.88,209.4,9.27,3.11,1,0
1698,133,34.29,169.4,12.88,1.62,0,0
1699,133,37.59,160.2,7.28,2.27,4,0
1700,93,37.18,115,8.67,2.54,2,0
1701,34,49.93,272.5,8.02,2.97,2,1
1702,140,20.45,240.4,9.74,2.08,4,1
1703,96,29.89,206.6,8.01,3,2,0
1704,144,47.35,240.7,5.4,3.13,1,1
1705,24,40.17,190.8,5.81,1.94,3,0
1706,54,46.55,119.6,12.04,3.16,1,0
1707,50,22.29,160.5,9.31,1.51,5,1
1708,92,28.46,258.6,5.24,3.02,4,0
1709,96,33.61,250.5,8.15,2.84,3,0
1710,146,28.82,230.9,12.14,2.43,2,0
1711,138,38.28,173.4,6.56,3.16,0,0
1712,102,29.67,213.7,7.41,2.78,4,0
1713,76,22.05,177.5,10.3,2.03,5,1
1714,99,34,107.9,10.52,3.08,3,0
1715,83,16.3,261.6,10.29,3.59,0,0
1716,36,25.98,242.8,6.63,2.46,1,0
1717,70,22.08,208.7,10.41,3.86,1,0
1718,109,45.63,150.6,13.41,2.62,2,1
1719,100,32.05,148.3,8.09,4.1,2,0
1720,104,29,162.1,9.48,1.65,1,0
1721,106,32.54,200.7,10.35,2.21,1,0
1722,84,12.8,179.9,8.72,3.32,1,0
1723,80,25.47,276.3,10.86,2.94,2,0
1724,100,19.7,111.3,7.66,1.92,1,0
1725,99,21.9,203.9,12.72,3.81,2,0
1726,50,22.39,216.5,8.82,2.97,1,0
1727,105,17.24,159.1,11.66,3.29,1,0
1728,113,25.33,235.8,9.08,2.57,4,0
1729,111,16.46,170.6,7.47,3.62,2,0
1730,161,18.28,256.4,11.12,3.4,2,0
1731,70,39.58,303.4,11.5,3.48,0,1
1732,97,20.59,260.2,10.01,2.24,3,0
